,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
считать,0.0,0.0,0.0,0.0006218905472636816,0.0,0.0,0.0,0.0002653223666755107,0.0006337135614702154,0.0,0.0005173305742369374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005720823798627002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005509641873278236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002653223666755107,0.0,0.0,0.0,0.0005614823133071309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007639419404125286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005633802816901409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007704160246533128,0.0,0.0,0.0008867868755542418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008613264427217916,0.0,0.0
смочь,0.0,0.0,0.0,0.0,0.0007541478129713424,0.0,0.0,0.0002653223666755107,0.0,0.0,0.0,0.0007645259938837921,0.0,0.0009267840593141798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009675858732462506,0.0,0.0,0.0,0.0,0.0,0.0,0.0002653223666755107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005586592178770949,0.0,0.0,0.0003009328919650918,0.0,0.0,0.0,0.0,0.0,0.0006060606060606061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005911912503694946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
эмоция,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002653223666755107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00044169611307420494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008741258741258741,0.0009699321047526673,0.0,0.0,0.0002653223666755107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007309941520467836,0.0,0.0,0.0,0.0005586592178770949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
это,0.0,0.0005224660397074191,0.0008143322475570033,0.0018656716417910447,0.0,0.0,0.002719238613188307,0.0010612894667020429,0.0006337135614702154,0.002086230876216968,0.0046559751681324365,0.0015290519877675841,0.0006146281499692685,0.0,0.0011135857461024498,0.0,0.003959276018099547,0.0023006134969325155,0.0,0.004316546762589928,0.0005589714924538849,0.0014214641080312722,0.0,0.001784651992861392,0.002860411899313501,0.00265017667844523,0.0009000900090009,0.0,0.0006325110689437065,0.0,0.0,0.0,0.0,0.003305785123966942,0.0044411547002220575,0.0016246953696181965,0.0,0.003969829297340214,0.0024189646831156266,0.0,0.0028216704288939053,0.0008741258741258741,0.0019398642095053346,0.0016474464579901153,0.000791765637371338,0.0010612894667020429,0.0010793308148947653,0.002544529262086514,0.0005899705014749262,0.0011229646266142617,0.000949667616334283,0.0008503401360544217,0.0008216926869350862,0.0035511363636363635,0.002279202279202279,0.0009216589861751152,0.0,0.0007309941520467836,0.0038580246913580245,0.001606425702811245,0.0015455950540958269,0.0067039106145251395,0.0015278838808250573,0.0033068783068783067,0.0003009328919650918,0.0,0.0008481764206955047,0.001606425702811245,0.0005813953488372093,0.0034129692832764505,0.0018181818181818182,0.0016313213703099511,0.0022535211267605635,0.0,0.0032733224222585926,0.0,0.0006138735420503376,0.005159958720330237,0.0006195786864931846,0.001447178002894356,0.0035087719298245615,0.0006097560975609756,0.006208425720620843,0.0015420200462606013,0.001800720288115246,0.0023112480739599386,0.0,0.004507042253521127,0.010345846881466154,0.0016313213703099511,0.000794912559618442,0.003404255319148936,0.0,0.0008756567425569177,0.0016963528413910093,0.004016064257028112,0.0007704160246533128,0.0,0.004306632213608958,0.0,0.0008389261744966443
вечный,0.0,0.0005224660397074191,0.0,0.0,0.0,0.0,0.0,0.0002653223666755107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00044169611307420494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005509641873278236,0.0,0.0,0.0,0.0007939658594680428,0.0004837929366231253,0.0,0.0,0.0,0.00048496605237633366,0.0,0.000791765637371338,0.0002653223666755107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005698005698005698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015278838808250573,0.0,0.0003009328919650918,0.0,0.0,0.0008032128514056225,0.0,0.0,0.0012121212121212121,0.0,0.0,0.0005717552887364208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000794912559618442,0.0,0.0,0.0,0.0,0.0,0.0007704160246533128,0.0,0.0,0.0,0.0
надо,0.0,0.0,0.0,0.0,0.0,0.0,0.0006798096532970768,0.0007959671000265323,0.0,0.0013908205841446453,0.0005173305742369374,0.0,0.0,0.0,0.0,0.0,0.0011312217194570137,0.0,0.0,0.0007194244604316547,0.0011179429849077697,0.0007107320540156361,0.0,0.001189767995240928,0.0,0.0,0.0,0.0,0.0,0.0,0.0008237232289950577,0.0,0.0,0.0005509641873278236,0.0014803849000740192,0.0,0.0,0.0011909487892020642,0.0,0.0,0.0,0.0,0.001454898157129001,0.0008237232289950577,0.000791765637371338,0.0007959671000265323,0.0005396654074473826,0.0006361323155216285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008748906386701663,0.0007309941520467836,0.0,0.0,0.0,0.0,0.0,0.0,0.0006018657839301836,0.0,0.0,0.0008032128514056225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006002400960384153,0.0,0.0,0.0005633802816901409,0.0026603606266627253,0.0,0.0,0.0,0.0007776049766718507,0.0,0.0,0.0005737234652897303,0.0,0.0,0.0,0.0,0.0
советский,0.0014234875444839859,0.0010449320794148381,0.0016286644951140066,0.0012437810945273632,0.0015082956259426848,0.0017241379310344827,0.0020394289598912306,0.0010612894667020429,0.0012674271229404308,0.0013908205841446453,0.0010346611484738748,0.0015290519877675841,0.001229256299938537,0.0018535681186283596,0.0011135857461024498,0.001863932898415657,0.0011312217194570137,0.0015337423312883436,0.0008707009142359599,0.005035971223021582,0.0011179429849077697,0.0014214641080312722,0.0008496176720475786,0.001189767995240928,0.0011441647597254005,0.0008833922261484099,0.0018001800180018,0.0014825796886582653,0.001265022137887413,0.0013306719893546241,0.0016474464579901153,0.0016339869281045752,0.0016313213703099511,0.0011019283746556473,0.0014803849000740192,0.0016246953696181965,0.000992063492063492,0.0007939658594680428,0.0009675858732462506,0.0011689070718877848,0.001128668171557562,0.0017482517482517483,0.0009699321047526673,0.0016474464579901153,0.0023752969121140144,0.0010612894667020429,0.0010793308148947653,0.001272264631043257,0.0011799410029498525,0.0011229646266142617,0.001899335232668566,0.0017006802721088435,0.0016433853738701725,0.0014204545454545455,0.0011396011396011395,0.0018433179723502304,0.0017497812773403325,0.0014619883040935672,0.0015432098765432098,0.0024096385542168677,0.0015455950540958269,0.0011173184357541898,0.0015278838808250573,0.0013227513227513227,0.0012037315678603672,0.0013054830287206266,0.0016963528413910093,0.0024096385542168677,0.0011627906976744186,0.0013651877133105802,0.0018181818181818182,0.0016313213703099511,0.0011267605633802818,0.002287021154945683,0.0016366612111292963,0.00196078431372549,0.001841620626151013,0.0010319917440660474,0.0012391573729863693,0.002894356005788712,0.0014035087719298245,0.0012195121951219512,0.0008869179600886918,0.0015420200462606013,0.0012004801920768306,0.0015408320493066256,0.0018231540565177757,0.0011267605633802818,0.0008867868755542418,0.0032626427406199023,0.001589825119236884,0.001702127659574468,0.0015552099533437014,0.0017513134851138354,0.0016963528413910093,0.0011474469305794606,0.0015408320493066256,0.0012515644555694619,0.0017226528854435831,0.001558846453624318,0.0016778523489932886
простор,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002653223666755107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006653359946773121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002653223666755107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
сильный,0.002135231316725979,0.0005224660397074191,0.0008143322475570033,0.0012437810945273632,0.0007541478129713424,0.0008620689655172414,0.0006798096532970768,0.0002653223666755107,0.0006337135614702154,0.0006954102920723226,0.0005173305742369374,0.0007645259938837921,0.0006146281499692685,0.0009267840593141798,0.0005567928730512249,0.0009319664492078285,0.0005656108597285068,0.0007668711656441718,0.00043535045711797995,0.0007194244604316547,0.0005589714924538849,0.0007107320540156361,0.0004248088360237893,0.001189767995240928,0.0005720823798627002,0.00044169611307420494,0.0009000900090009,0.0007412898443291327,0.0006325110689437065,0.0006653359946773121,0.0008237232289950577,0.0008169934640522876,0.0008156606851549756,0.0005509641873278236,0.0007401924500370096,0.0008123476848090983,0.000992063492063492,0.0003969829297340214,0.0009675858732462506,0.0005844535359438924,0.000564334085778781,0.0008741258741258741,0.00048496605237633366,0.0008237232289950577,0.000791765637371338,0.0002653223666755107,0.0010793308148947653,0.001272264631043257,0.0011799410029498525,0.0005614823133071309,0.000949667616334283,0.0008503401360544217,0.0008216926869350862,0.0007102272727272727,0.0005698005698005698,0.0009216589861751152,0.0017497812773403325,0.0007309941520467836,0.0007716049382716049,0.001606425702811245,0.0007727975270479134,0.0005586592178770949,0.0007639419404125286,0.0006613756613756613,0.0003009328919650918,0.0006527415143603133,0.0008481764206955047,0.0008032128514056225,0.0005813953488372093,0.0006825938566552901,0.0006060606060606061,0.0008156606851549756,0.0005633802816901409,0.0005717552887364208,0.0008183306055646482,0.000980392156862745,0.0006138735420503376,0.0005159958720330237,0.0006195786864931846,0.000723589001447178,0.025964912280701753,0.0006097560975609756,0.0008869179600886918,0.0007710100231303007,0.0006002400960384153,0.0007704160246533128,0.0009115770282588879,0.0005633802816901409,0.0002955956251847473,0.0008156606851549756,0.000794912559618442,0.000851063829787234,0.0007776049766718507,0.0008756567425569177,0.0033927056827820186,0.0005737234652897303,0.0007704160246533128,0.0006257822277847309,0.0008613264427217916,0.000779423226812159,0.0008389261744966443
толчок,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002653223666755107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002653223666755107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0003009328919650918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
